claimID,employer,employercity,employerstate,employerzip,gender,hispanic,asian,claim_amount,case_open,valid,invalid,verified_claim,case_close,first_response,formal_investigate,wage_order,total_rec,wage_rec,duration
LLVA56991,"GREATER SCAPE'S GROUND MANAGEMENT, LLC",HENRICO,VA,23075,male,TRUE,FALSE,340,2014-08-22,TRUE,FALSE,340,2018-03-21,FALSE,FALSE,TRUE,453.33,340,1307
LLVA57047,"TRANSFORMED LEADERSHIP, LLC.",ROANOKE,VA,24018,female,FALSE,FALSE,1275.5,2014-09-08,TRUE,FALSE,1272.99,2015-01-22,FALSE,FALSE,TRUE,1644.67,1233.5,136
LLVA57784,"GIGI'S NEXT STEP CHILD CARE CENTER, LLC",SOUTH CHESTERFIELD,VA,23803,female,FALSE,FALSE,0,2015-03-06,FALSE,FALSE,547.88,2017-03-17,FALSE,FALSE,FALSE,0,0,742
LLVA58364,MERRYMAN GROUNDS MAINT INC.,HAMPTON,VA,23661,male,FALSE,FALSE,50,2015-07-31,TRUE,FALSE,54,2016-05-23,FALSE,TRUE,FALSE,0,0,297
LLVA58376,"CONTINENTAL HOME HEALTH CARE, LLC,",RICHMOND,VA,23294,female,FALSE,FALSE,2229.5,2015-08-04,FALSE,FALSE,1286.13,2016-01-26,FALSE,FALSE,FALSE,0,0,175
LLVA58425,"THE BULLER GROUP, LLC",RESTON,VA,20191,male,FALSE,FALSE,3750,2015-08-14,FALSE,FALSE,954.38,2016-09-13,FALSE,FALSE,FALSE,0,0,396
LLVA58848,TIG DELIVERY,CHESAPEAKE,VA,23323,male,FALSE,FALSE,3500,2015-11-13,FALSE,FALSE,429.91,2016-01-14,FALSE,FALSE,FALSE,0,0,62
LLVA58899,SUPERIOR LANDSCAPING,MECHANICSVILLE,VA,23116,male,TRUE,FALSE,693,2015-12-02,TRUE,FALSE,416.25,2016-01-21,FALSE,TRUE,FALSE,0,0,50
LLVA58900,J TIGER MARTIAL ARTS,FREDERICKSBURG,VA,22407,female,FALSE,FALSE,12500,2015-12-02,FALSE,FALSE,3839.84,2016-04-26,FALSE,FALSE,FALSE,0,0,146
LLVA58906,"GRAPHIC MEMORY INTERNET SERVICES, INC",HAMPTON,VA,23669,female,FALSE,FALSE,445,2015-12-02,FALSE,FALSE,0,2016-01-29,FALSE,FALSE,FALSE,0,0,58
LLVA58924,"WILLIAM TRIBBLE DBA FRANKLIN STREET MARKET, LLC",RICHMOND,VA,23223,male,FALSE,FALSE,200,2015-12-07,FALSE,FALSE,77.84,2016-02-12,FALSE,FALSE,FALSE,0,0,67
LLVA58927,"CONTINENTAL HOME HEALTH CARE, LLC,",RICHMOND,VA,23294,NA,FALSE,FALSE,280,2015-12-07,FALSE,FALSE,0,2016-02-10,FALSE,FALSE,FALSE,0,0,65
LLVA58930,ADVANTAGE SALES & MARKETING LLC,MAGNOLIA,NJ,8049,female,FALSE,FALSE,4692.34,2015-12-08,TRUE,FALSE,1700,2016-01-19,FALSE,TRUE,FALSE,0,0,42
LLVA58935,CAPITAL AVIATION,MANASSAS,VA,20110,male,FALSE,FALSE,5550,2015-12-14,FALSE,FALSE,0,2016-01-11,FALSE,FALSE,FALSE,0,0,28
LLVA58952,MASSAGE ELEMENTS OF HOT STONES,FREDERICKSBURG,VA,22407,female,FALSE,FALSE,670.42,2015-12-11,FALSE,FALSE,724.06,2016-01-14,FALSE,FALSE,FALSE,0,0,34
LLVA58953,OXYGEN MARKETING & MANAGEMENT,SANDSTON,VA,23150,female,FALSE,FALSE,1010,2015-12-11,FALSE,FALSE,217.5,2016-02-26,FALSE,FALSE,FALSE,0,0,77
LLVA58954,SHIRLIE SLACK MITSUBISHI,FREDERICKSBURG,VA,22408,male,FALSE,FALSE,2320.32,2015-12-11,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,32
LLVA58994,"SOUTHERN COMMERICAL DEVELOPMENT, LLC",CHESAPEAKE,VA,23328,male,FALSE,FALSE,364,2015-12-22,FALSE,FALSE,247,2016-01-08,FALSE,FALSE,FALSE,0,0,17
LLVA58995,KMART,ABINGDON,VA,24210,female,FALSE,FALSE,367.69,2015-12-22,FALSE,FALSE,369.54,2016-01-08,FALSE,FALSE,FALSE,0,0,17
LLVA59000,IRWIN HOLDINGS LLC,YORKTOWN,VA,23692,female,FALSE,FALSE,1141,2015-12-22,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,22
LLVA59004,PRISTINE SERVICES,GLEN ALLEN,VA,23059,female,FALSE,FALSE,19,2015-12-23,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,20
LLVA59005,"EAST LAKE - SUNSET CAY, LLC",MONETTA,VA,24104,male,FALSE,FALSE,625.24,2015-12-23,FALSE,FALSE,625.24,2016-02-17,FALSE,FALSE,FALSE,0,0,56
LLVA59017,SOWING SEEDS DAYCARE & PRESCHOOL,VIRGINIA BEACH,VA,23462,NA,FALSE,FALSE,1185.69,2015-12-30,FALSE,FALSE,585.77,2016-01-08,FALSE,FALSE,FALSE,0,0,9
LLVA59019,CHILDRESS FAMILY TRUCKING,WYTHEVILLE,VA,24382,male,FALSE,FALSE,456,2015-12-30,TRUE,FALSE,444,2016-01-11,FALSE,TRUE,FALSE,0,0,12
LLVA59020,ARI PHOENIX,MANASSAS,VA,20109,male,FALSE,FALSE,14511.74,2015-12-30,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,13
LLVA59021,CAREFIRST HEALTHCARE,FALLS CHURCH,VA,22044,female,FALSE,FALSE,2076.96,2015-12-30,FALSE,FALSE,0,2016-02-04,FALSE,FALSE,FALSE,0,0,36
LLVA59024,"ENGLISH BODY WORKS, INC.",RICHMOND,VA,23236,male,FALSE,FALSE,1000,2015-12-31,FALSE,FALSE,400,2016-01-11,FALSE,FALSE,FALSE,0,0,11
LLVA59025,RED ROSE BANQUET AND EVENT CENTER,MANASSAS,VA,20111,NA,TRUE,FALSE,1411,2015-12-31,FALSE,FALSE,750,2016-01-20,FALSE,FALSE,FALSE,0,0,20
LLVA59030,CICI'S PIZZA,CHARLOTTESVILLE,VA,22901,female,FALSE,FALSE,88.16,2015-12-31,FALSE,FALSE,92,2016-02-22,FALSE,FALSE,FALSE,0,0,53
LLVA59031,"BRANE-STROM, LLC",MIDDLEBURG,VA,20117,male,FALSE,FALSE,6400,2015-12-31,FALSE,FALSE,4000,2016-02-17,FALSE,FALSE,FALSE,0,0,48
LLVA59034,"PHELPS LLC, AND LATOYA PHELPS-CORBIN, INDIVIDUALLY",VIRGINIA BEACH,VA,23462,female,FALSE,FALSE,3000,2016-01-06,TRUE,FALSE,2385,2017-12-06,FALSE,FALSE,TRUE,3180,2385,700
LLVA59035,CROWNE PLAZA HAMPTON MARINA,HAMPTON,VA,23669,female,FALSE,FALSE,1578.46,2016-01-06,FALSE,FALSE,0,2016-01-14,FALSE,FALSE,FALSE,0,0,8
LLVA59037,COLONIAL RESEARCH AND CONSULTING,WILLIAMSBURG,VA,23185,female,FALSE,FALSE,2296.4,2016-01-06,TRUE,FALSE,1905,2016-02-02,FALSE,TRUE,FALSE,0,0,27
LLVA59038,TROPICAL SMOOTHIE,HAMPTON,VA,23669,female,FALSE,FALSE,87,2016-01-07,FALSE,FALSE,87,2016-01-11,FALSE,FALSE,FALSE,0,0,4
LLVA59039,MARK WILLIAMS CLEANING SERVICE,VIRGINIA BEACH,VA,23452,male,FALSE,FALSE,661.3,2016-01-07,FALSE,FALSE,661.3,2016-01-26,FALSE,FALSE,FALSE,0,0,19
LLVA59040,EACH ONE COUNTS YOUTH AND FAMILY SERVICES,RICHMOND,VA,23225,female,FALSE,FALSE,620,2016-01-07,TRUE,FALSE,735,2016-02-16,FALSE,TRUE,FALSE,0,0,40
LLVA59042,LIGHTHOUSE TRUCK AND AUTO,DILLWYN,VA,23936,male,FALSE,FALSE,280.5,2016-01-07,FALSE,FALSE,0,2016-01-11,FALSE,FALSE,FALSE,0,0,4
LLVA59047,"PROVING GROUNDS, LLC",GLEN ALLEN,VA,23059,male,FALSE,FALSE,1110,2016-01-07,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,5
LLVA59048,SUFFOLK AUTOMOTIVE SERVICES,SUFFOLK,VA,23434,male,FALSE,FALSE,601.75,2016-01-08,FALSE,FALSE,0,2016-01-08,FALSE,FALSE,FALSE,0,0,0
LLVA59049,DAY STAR HOME CARE,SPRINGFIELD,VA,22151,female,FALSE,TRUE,3675,2016-01-08,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,5
LLVA59050,DIVERSIFIED CLEANING SERVICES,CHESAPEAKE,VA,23320,male,FALSE,FALSE,13.5,2016-01-08,TRUE,FALSE,15.31,2016-01-12,TRUE,FALSE,FALSE,0,0,4
LLVA59051,LINDSEY HARRINGTON,NA,NA,NA,NA,TRUE,FALSE,270,2016-01-08,FALSE,FALSE,0,2016-01-11,FALSE,FALSE,FALSE,0,0,3
LLVA59052,LINDSEY HARRINGTON,NA,NA,NA,NA,TRUE,FALSE,270,2016-01-08,FALSE,FALSE,0,2016-01-11,FALSE,FALSE,FALSE,0,0,3
LLVA59053,DOCKSIDE HEALTH & REHAB,LOCUST HILL,VA,23092,female,FALSE,FALSE,579.63,2016-01-11,TRUE,FALSE,586.91,2016-02-02,FALSE,TRUE,FALSE,0,0,22
LLVA59054,"BH CONTRACTING, LLC",RICHARDSVILLE,VA,22736,male,TRUE,FALSE,2394,2016-01-11,FALSE,FALSE,0,2016-01-11,FALSE,FALSE,FALSE,0,0,0
LLVA59055,HOT MIXX LLC,BROAD RUN,VA,20137,male,FALSE,FALSE,340,2016-01-13,FALSE,FALSE,100,2016-02-02,FALSE,FALSE,FALSE,0,0,20
LLVA59056,SPRINGER AGENCY,MIDLOTHIAN,VA,23112,female,FALSE,FALSE,1144.14,2016-01-12,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,0
LLVA59057,"JYKERN, INC",KISSIMMEE,FL,34747,male,FALSE,FALSE,650,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59058,JCS CONSTRUCTION,MANNASSAS,VA,20111,male,TRUE,FALSE,1020,2016-01-12,FALSE,FALSE,981.75,2016-01-19,FALSE,FALSE,FALSE,0,0,7
LLVA59059,"AMERICAN SECURITY ENFORCEMENT, INC.",LYNCHBURG,VA,24502,male,FALSE,FALSE,310,2016-01-12,FALSE,FALSE,0,2016-01-29,FALSE,FALSE,FALSE,0,0,17
LLVA59060,J'S AUTO CLEANING SERVICE,CHESAPEAKE,VA,23320,male,FALSE,FALSE,2225,2016-01-12,FALSE,FALSE,0,2016-01-12,FALSE,FALSE,FALSE,0,0,0
LLVA59061,"D3 VENTURES, LLC DBA VAGABOND",RICHMOND,VA,23219,male,FALSE,FALSE,14175,2016-01-12,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,FALSE,0,0,8
LLVA59062,"PRIMA HOME HEALTH, INC",CHANTILLY,VA,20151,female,FALSE,FALSE,576,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59063,CUMBERLAND HOSPITAL,NEW KENT,VA,23124,female,FALSE,FALSE,1000,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59064,ABC TRUCK AND TIRE REPAIR INC.,STAFFORD,VA,22405,male,FALSE,FALSE,219.92,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59065,SUBWAY,VIRGINIA BEACH,VA,23462,female,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59066,"PRIME PRESENTATIONS, LLC",NA,NA,NA,female,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59067,ARI PHOENIX,MANASSAS,VA,20109,male,FALSE,TRUE,14552.08,2016-01-13,FALSE,FALSE,7297.01,2016-03-22,FALSE,FALSE,FALSE,0,0,69
LLVA59068,BJS PLASTER & DRYWALL REPAIR,CHESAPEAKE,VA,23323,male,TRUE,FALSE,2200,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59069,MEREDITH'S SALON,CHRISTIANSBURG,VA,24073,female,FALSE,FALSE,350,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59070,WIGO CLINIC,FAIRFAX,VA,22031,male,FALSE,FALSE,1680,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59071,MOUNTAIN DEVELOPMENT INC.,STAUNTON,VA,NA,male,FALSE,FALSE,1924,2016-01-13,FALSE,FALSE,0,2016-01-13,FALSE,FALSE,FALSE,0,0,0
LLVA59072,TLC DENTAL TYSONS CORNER,TYSONS CORNER,VA,22182,female,FALSE,FALSE,112,2016-01-13,FALSE,FALSE,0,2016-01-19,FALSE,FALSE,FALSE,0,0,6
LLVA59075,SMOKIN JOES BBQ,YORKTOWN,VA,23692,female,FALSE,FALSE,628.12,2016-01-19,FALSE,FALSE,628.12,2016-01-27,FALSE,FALSE,FALSE,0,0,8
LLVA59076,N & R QUALITY CARE,RUTHER GLEN,VA,22546,female,FALSE,FALSE,2100,2016-01-19,FALSE,FALSE,0,2016-01-19,FALSE,FALSE,FALSE,0,0,0
LLVA59077,PUBLIC PARTNERSHIP,GLEN ALLEN,VA,23060,female,FALSE,FALSE,1665.68,2016-01-19,FALSE,FALSE,0,2016-01-19,FALSE,FALSE,FALSE,0,0,0
LLVA59078,"PUBLIC PARTNERSHIPS, LLC",GLEN ALLEN,VA,23060,female,FALSE,FALSE,976.32,2016-01-19,FALSE,FALSE,0,2016-01-19,FALSE,FALSE,FALSE,0,0,0
LLVA59079,WILLIAMS BROTHERS TREE AND LAWN SERVICE,STAUNTON,VA,24401,female,FALSE,FALSE,143.88,2016-01-20,TRUE,FALSE,144.43,2016-03-21,FALSE,TRUE,FALSE,0,0,61
LLVA59080,CALIFRESH BISTRO,VIRGINIA BEACH,VA,23454,NA,FALSE,FALSE,330,2016-01-20,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,FALSE,0,0,0
LLVA59081,"WINK FASTENERS, INC.",CHARLES CITY,VA,23030,NA,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,FALSE,0,0,0
LLVA59082,"MONUMENT PATHOLOGISTS, INC",RICHMOND,VA,23226,NA,FALSE,FALSE,3015.92,2016-01-20,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,FALSE,0,0,0
LLVA59083,BELGIAN WAFFLE AND STEAKHOUSE,NEWPORT NEWS,VA,23608,female,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,0,2016-02-08,FALSE,FALSE,FALSE,0,0,19
LLVA59084,RYAN CORPORATION UNLIMITED,FREDERICKSBURG,VA,22402,male,FALSE,FALSE,2866.64,2016-01-20,TRUE,FALSE,918.32,2016-03-22,FALSE,TRUE,FALSE,0,0,62
LLVA59085,WILLIS BROADCASTING CORP,NORFOLK,VA,23510,male,FALSE,FALSE,485.75,2016-01-20,FALSE,FALSE,485.75,2016-02-09,FALSE,FALSE,FALSE,0,0,20
LLVA59086,WILLIS BROADCASTING,NORFOLK,VA,23510,male,FALSE,FALSE,560,2016-01-20,FALSE,FALSE,560,2016-02-09,FALSE,FALSE,FALSE,0,0,20
LLVA59087,"EMPIRE PLUMBING, LLC",RICHMOND,VA,23225,male,FALSE,FALSE,949.5,2016-01-20,FALSE,FALSE,0,2016-01-20,FALSE,FALSE,FALSE,0,0,0
LLVA59088,ALLORA USA,STERLING,VA,20166,female,FALSE,FALSE,259.25,2016-01-21,FALSE,FALSE,259.25,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59089,BODY BALANCE SPA,BLACKSBURG,VA,24060,female,FALSE,FALSE,1135.28,2016-01-21,FALSE,FALSE,741.28,2016-02-16,FALSE,FALSE,FALSE,0,0,26
LLVA59090,HUNAN GARDEN ENTERPRISE INC.,GAINESVILLE,VA,20155,NA,FALSE,TRUE,3283,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59091,WILLIAMS & FOGG ELECTRICAL HEATING PLUMBING,RICHMOND,VA,23220,NA,TRUE,FALSE,572,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59092,B&B REMODELING & HANDYMAN SERVICES,STAFFORD,VA,22554,male,TRUE,FALSE,1170,2016-01-21,FALSE,FALSE,0,2016-02-02,FALSE,FALSE,FALSE,0,0,12
LLVA59093,ARROW STEELE & CONSTRUCTION,NA,NA,NA,male,FALSE,FALSE,380,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59094,ARROW STEELE & CONSTRUCTION,NA,NA,NA,male,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59095,SPECTRUM INC,VIENNA,VA,22182,male,FALSE,FALSE,2153.6,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59096,THE ROCK BARN,ARRINGTON,VA,22922,male,FALSE,FALSE,377,2016-01-21,FALSE,FALSE,0,2016-01-21,FALSE,FALSE,FALSE,0,0,0
LLVA59097,VA HOME BASED COUNSELING SERVICES,MANASSAS,VA,20109,female,FALSE,FALSE,3110,2016-01-21,FALSE,FALSE,0,2016-02-16,FALSE,FALSE,FALSE,0,0,26
LLVA59098,LOMBARDI'S PIZZA,VIENNA,VA,22180,male,FALSE,FALSE,508.35,2016-01-21,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,15
LLVA59099,MICROSOFT,REDMOND,WA,98052,male,FALSE,FALSE,893686.1,2016-01-26,FALSE,FALSE,0,2016-01-26,FALSE,FALSE,FALSE,0,0,0
LLVA59104,CITY IMPORT GALLERY,MANASSAS,VA,20110,male,FALSE,FALSE,7000,2016-01-27,FALSE,FALSE,0,2016-02-01,FALSE,FALSE,FALSE,0,0,5
LLVA59105,CHRISTIAN BROADCASTING,NORFOLK,VA,23510,male,FALSE,FALSE,1476.21,2016-01-27,FALSE,FALSE,951.14,2016-02-09,FALSE,FALSE,FALSE,0,0,13
LLVA59106,"QUICKETTE, INC.",FINCASTLE,VA,24090,female,FALSE,FALSE,109.29,2016-01-28,FALSE,FALSE,109.29,2016-02-01,FALSE,FALSE,FALSE,0,0,4
LLVA59107,SOUTH HILL MOOSE LODGE #1872,SOUTH HILL,VA,23970,female,FALSE,FALSE,382.5,2016-01-28,FALSE,FALSE,0,2016-02-02,FALSE,FALSE,FALSE,0,0,5
LLVA59108,LACASA,RICHMOND,VA,23235,female,FALSE,FALSE,0,2016-01-28,FALSE,FALSE,0,2016-01-28,FALSE,FALSE,FALSE,0,0,0
LLVA59109,TURNING POINTS RESIDENTIAL CARE LLC,PORTSMOUTH,VA,23701,female,FALSE,FALSE,400,2016-01-29,FALSE,FALSE,0,2016-01-29,FALSE,FALSE,FALSE,0,0,0
LLVA59110,ENGILITY CORPORATION,CHANTILLY,VA,20151,male,FALSE,TRUE,7086.19,2016-01-29,FALSE,FALSE,0,2016-02-02,FALSE,FALSE,FALSE,0,0,4
LLVA59111,"SCOTT EHRENFRIED, DBA CHERRY AUTO, INC.",FREDERICKSBURG,VA,22408,female,FALSE,FALSE,575.9,2016-01-29,TRUE,FALSE,764.81,2016-03-25,FALSE,TRUE,FALSE,0,0,56
LLVA59112,WIGO CLINIC,FAIRFAX,VA,22031,NA,FALSE,TRUE,1647,2016-01-29,FALSE,FALSE,0,2016-01-29,FALSE,FALSE,FALSE,0,0,0
LLVA59113,GREY'S POINT CAMP,URBANNA,VA,23175,male,FALSE,FALSE,6518.83,2016-01-29,FALSE,FALSE,0,2016-01-29,FALSE,FALSE,FALSE,0,0,0
LLVA59114,BON SECOURS RICHMOND HEALTH SYSTEM,RICHMOND,VA,23226,NA,FALSE,FALSE,1402.39,2016-01-29,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,7
LLVA59115,DUNRITE INC.,CHESAPEAKE,VA,23323,male,FALSE,FALSE,200,2016-02-01,FALSE,FALSE,0,2016-02-01,FALSE,FALSE,FALSE,0,0,0
LLVA59116,Q MASTER BILLARDS,VIRGINIA BEACH,VA,23462,male,FALSE,FALSE,0,2016-02-01,FALSE,FALSE,0,2016-02-01,FALSE,FALSE,FALSE,0,0,0
LLVA59119,COLONIAL RESEARCH AND CONSULTING,WILLIAMSBURG,VA,23185,female,FALSE,FALSE,2296.4,2016-02-02,TRUE,FALSE,1905,2016-02-03,FALSE,TRUE,FALSE,0,0,1
LLVA59120,"PUBLIC PARTNERSHIPS, LLC",BOSTON,MA,2109,female,FALSE,FALSE,1600,2016-02-03,FALSE,FALSE,0,2016-02-03,FALSE,FALSE,FALSE,0,0,0
LLVA59121,DAVIS CAB,KING GEORGE,VA,22485,female,FALSE,FALSE,1100,2016-02-03,FALSE,FALSE,0,2016-02-03,FALSE,FALSE,FALSE,0,0,0
LLVA59122,TOTS AND COMPANY CHILDCARE,SOUTH BOSTON,VA,24592,female,FALSE,FALSE,799.3,2016-02-03,FALSE,FALSE,382,2016-02-18,FALSE,FALSE,FALSE,0,0,15
LLVA59123,MORRISON MANAGEMENT SPECIALISTS,ATLANTA,GA,30342,female,FALSE,FALSE,515.16,2016-02-03,FALSE,FALSE,0,2016-02-10,FALSE,FALSE,FALSE,0,0,7
LLVA59124,VA CLEAN WAY,NORFOLK,VA,23502,male,FALSE,FALSE,2665.5,2016-02-03,FALSE,FALSE,0,2016-02-03,FALSE,FALSE,FALSE,0,0,0
LLVA59125,ALAMI'S NEW YORK PIZZA,NORFOLK,VA,23502,male,FALSE,FALSE,670.75,2016-02-03,FALSE,FALSE,0,2016-02-03,FALSE,FALSE,FALSE,0,0,0
LLVA59126,CHESTERFIELD BERRY FARM,MOSLEY,VA,23120,male,FALSE,FALSE,1624.52,2016-02-03,FALSE,FALSE,970,2016-02-18,FALSE,FALSE,FALSE,0,0,15
LLVA59127,"ROCC'S HAULING, INC.",HAMPTON,VA,23663,male,FALSE,FALSE,144,2016-02-03,FALSE,FALSE,144,2016-02-18,FALSE,FALSE,FALSE,0,0,15
LLVA59128,NEWTON ENTERPRISES,CHESAPEAKE,VA,23320,NA,FALSE,FALSE,2306.63,2016-02-03,TRUE,FALSE,2083.43,2016-02-26,FALSE,TRUE,FALSE,0,0,23
LLVA59129,AGELESS DERMATOLOGY,WILLIAMSBURG,VA,23188,female,FALSE,FALSE,1360,2016-02-03,TRUE,FALSE,1088,2016-02-22,FALSE,TRUE,FALSE,0,0,19
LLVA59130,PUGLIESSE CONSTRUCTION INC,N. CHESTERFIELD,VA,23237,male,TRUE,FALSE,400,2016-02-04,FALSE,FALSE,0,2016-02-04,FALSE,FALSE,FALSE,0,0,0
LLVA59131,4CORE TECHNOLOGY GROUP,PETERSBURG,VA,23803,male,FALSE,FALSE,1320,2016-02-04,FALSE,FALSE,0,2016-02-04,FALSE,FALSE,FALSE,0,0,0
LLVA59132,KENNTICO,RICHMOND,VA,23219,male,FALSE,FALSE,100,2016-02-04,FALSE,FALSE,0,2016-03-03,FALSE,FALSE,FALSE,0,0,28
LLVA59133,ABC PROFESSIONAL TREE SERVICE,WEBSTER,TX,77598,male,TRUE,FALSE,165.16,2016-02-04,FALSE,FALSE,0,2016-02-16,FALSE,FALSE,FALSE,0,0,12
LLVA59134,ABC PROFESSIONAL TREE SERVICE,WEBSTER,TX,77598,male,TRUE,FALSE,636,2016-02-04,FALSE,FALSE,0,2016-02-08,FALSE,FALSE,FALSE,0,0,4
LLVA59135,ABC PROFESSIONAL TREE SERVICE,WEBSTER,TX,77598,male,TRUE,FALSE,208.89,2016-02-04,FALSE,FALSE,0,2016-02-16,FALSE,FALSE,FALSE,0,0,12
LLVA59136,"US SECURITY ASSOCIATES, INC",ROSWELL,GA,30076,male,TRUE,FALSE,230,2016-02-05,FALSE,FALSE,0,2016-02-08,FALSE,FALSE,FALSE,0,0,3
LLVA59137,PAX MONDIAL,ARLINGTON,VA,22209,male,FALSE,FALSE,9733.33,2016-02-05,FALSE,FALSE,9733.33,2016-03-08,FALSE,FALSE,FALSE,0,0,32
LLVA59138,UPSIDE TO YOUTH DEVELOPMENT,PETERSBURG,VA,23805,female,FALSE,FALSE,3461.53,2016-02-05,FALSE,FALSE,0,2016-02-08,FALSE,FALSE,FALSE,0,0,3
LLVA59139,ANGEL HOME HEALTH CARE,CHESAPEAKE,VA,23320,female,FALSE,FALSE,1104.25,2016-02-05,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,0
LLVA59140,BRYANT WOODS ASSISTED LIVING,MIDDLEBURG,VA,20117,male,FALSE,FALSE,110,2016-02-05,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,0
LLVA59141,MID ATLANTIC GLASS,VIRGINIA BEACH,VA,23453,male,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,0
LLVA59142,HCC PERSONAL CARE,PRINCE GEORGE,VA,23875,female,FALSE,FALSE,508,2016-02-05,FALSE,FALSE,0,2016-02-05,FALSE,FALSE,FALSE,0,0,0
LLVA59143,KELLY SERVICES,BRISTOL,VA,24201,male,FALSE,FALSE,600,2016-02-08,FALSE,FALSE,0,2016-02-10,FALSE,FALSE,FALSE,0,0,2
LLVA59144,BECKER FINANACIAL INC.,CHESAPEAKE,VA,23320,female,FALSE,FALSE,982.59,2016-02-08,FALSE,FALSE,0,2016-02-23,FALSE,FALSE,FALSE,0,0,15
LLVA59145,A CLEANING SOLUTION,RICHMOND,VA,23235,female,FALSE,FALSE,2756,2016-02-09,FALSE,FALSE,0,2016-02-11,FALSE,FALSE,FALSE,0,0,2
LLVA59146,DON JOHNS,GAINSVILLE,VA,20155,male,FALSE,FALSE,4000,2016-02-09,FALSE,FALSE,0,2016-02-09,FALSE,FALSE,FALSE,0,0,0
LLVA59147,SALVATION ARMY,NORFOLK,VA,23502,male,FALSE,FALSE,180,2016-02-09,FALSE,FALSE,0,2016-02-09,FALSE,FALSE,FALSE,0,0,0
LLVA59148,CR GILLEY,MANAKIN SABOT,VA,23103,male,FALSE,FALSE,550,2016-02-09,FALSE,FALSE,118,2016-02-11,FALSE,FALSE,FALSE,0,0,2
LLVA59154,SAKURA JAPANESE STEAK-SEAFOOD,LYNCHBURG,VA,24502,NA,FALSE,FALSE,700,2016-02-10,FALSE,FALSE,0,2016-02-24,FALSE,FALSE,FALSE,0,0,14
LLVA59155,NU TECHNOLOGIES,POWHATAN,VA,23139,male,FALSE,FALSE,500,2016-02-10,FALSE,FALSE,0,2016-02-12,FALSE,FALSE,FALSE,0,0,2
LLVA59156,GREATER RICHMOND ARC,CHESTERFIELD,VA,23834,male,FALSE,FALSE,21550,2016-02-10,FALSE,FALSE,0,2016-02-12,FALSE,FALSE,FALSE,0,0,2
LLVA59157,SOUTHSIDE OFFROAD & AUTO REPAIR LLC,RICE,VA,NA,female,FALSE,FALSE,1032,2016-02-10,FALSE,FALSE,0,2016-02-12,FALSE,FALSE,FALSE,0,0,2
LLVA59161,UNIVERSITY OF NORTH AMERICA,VIENNA,VA,22182,male,FALSE,FALSE,4249.96,2016-02-12,FALSE,FALSE,0,2016-02-12,FALSE,FALSE,FALSE,0,0,0
